,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
3754,0425181464,Seduction in Death,J. D. Robb,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425181464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181464.01.LZZZZZZZ.jpg
3761,0451458125,"Fool Moon (The Dresden Files, Book 2)",Jim Butcher,2001,New American Library,http://images.amazon.com/images/P/0451458125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451458125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451458125.01.LZZZZZZZ.jpg
3765,0345347951,Childhood's End,Arthur C. Clarke,1987,Del Rey Books,http://images.amazon.com/images/P/0345347951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345347951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345347951.01.LZZZZZZZ.jpg
3776,039480001X,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers,http://images.amazon.com/images/P/039480001X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.LZZZZZZZ.jpg
3781,1857022424,Shipping News,E Annie Proulx,0,Fourth Estate,http://images.amazon.com/images/P/1857022424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857022424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857022424.01.LZZZZZZZ.jpg
3784,0393317552,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1999,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393317552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.LZZZZZZZ.jpg
3785,0684853515,Hearts In Atlantis : New Fiction,Stephen King,1999,Scribner,http://images.amazon.com/images/P/0684853515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684853515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684853515.01.LZZZZZZZ.jpg
3786,0375504397,Black House,Stephen King,2001,Random House Trade,http://images.amazon.com/images/P/0375504397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.LZZZZZZZ.jpg
3787,0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books,http://images.amazon.com/images/P/0452283205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg
3789,0316779237,Holidays on Ice : Stories,David Sedaris,1998,Back Bay Books,http://images.amazon.com/images/P/0316779237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316779237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316779237.01.LZZZZZZZ.jpg
3797,0875421180,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988,Llewellyn Publications,http://images.amazon.com/images/P/0875421180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.LZZZZZZZ.jpg
3806,038072975X,Midnight Champagne : A Novel (Mysteries &amp; Horror),A. Manette Ansay,2000,Perennial,http://images.amazon.com/images/P/038072975X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038072975X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038072975X.01.LZZZZZZZ.jpg
3819,0553250531,The Valley of Horses,JEAN M. AUEL,1984,Bantam,http://images.amazon.com/images/P/0553250531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.LZZZZZZZ.jpg
3820,0553148001,The Clan of the Cave Bear : a novel,Jean M. Auel,1981,Bantam Books,http://images.amazon.com/images/P/0553148001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553148001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553148001.01.LZZZZZZZ.jpg
3828,0451188462,Desperation,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451188462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg
3839,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg
3840,0671028367,Deadly Decisions,Kathy Reichs,2001,Pocket Books,http://images.amazon.com/images/P/0671028367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671028367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671028367.01.LZZZZZZZ.jpg
3846,0440111811,Changes,Danielle Steel,1984,Dell,http://images.amazon.com/images/P/0440111811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440111811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440111811.01.LZZZZZZZ.jpg
3847,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg
3882,0553297988,"Jedi Search (Star Wars: The Jedi Academy Trilogy, Vol. 1)",Kevin J. Anderson,1994,Bantam,http://images.amazon.com/images/P/0553297988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553297988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553297988.01.LZZZZZZZ.jpg
3884,0884046818,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,1991,Bridge Publications,http://images.amazon.com/images/P/0884046818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884046818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884046818.01.LZZZZZZZ.jpg
3890,0679448594,Primary Colors: A Novel of Politics,Anonymous,1996,Random House Inc,http://images.amazon.com/images/P/0679448594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.LZZZZZZZ.jpg
3892,0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg
3894,0061030635,Wild Justice,Phillip Margolin,2001,HarperTorch,http://images.amazon.com/images/P/0061030635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030635.01.LZZZZZZZ.jpg
3896,0449006530,Midnight Voices,JOHN SAUL,2003,Ballantine Books,http://images.amazon.com/images/P/0449006530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006530.01.LZZZZZZZ.jpg
3897,006109157X,Dead Eyes,Stuart Woods,1994,HarperTorch,http://images.amazon.com/images/P/006109157X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109157X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109157X.01.LZZZZZZZ.jpg
3898,0440221315,The Gift,DANIELLE STEEL,1996,Dell,http://images.amazon.com/images/P/0440221315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg
3902,0446527785,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
3911,0312272057,Dry: A Memoir,Augusten Burroughs,2003,St. Martin's Press,http://images.amazon.com/images/P/0312272057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312272057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312272057.01.LZZZZZZZ.jpg
3914,0613329740,Quidditch Through the Ages,J. K. Rowling,2001,Sagebrush Education Resources,http://images.amazon.com/images/P/0613329740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613329740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613329740.01.LZZZZZZZ.jpg
3915,0613325419,Fantastic Beasts and Where to Find Them,J. K. Rowling,2001,Sagebrush Bound,http://images.amazon.com/images/P/0613325419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613325419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613325419.01.LZZZZZZZ.jpg
3919,0836218353,Yukon Ho!,Bill Watterson,1989,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218353.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218353.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218353.01.LZZZZZZZ.jpg
3921,0836204387,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,1995,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836204387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836204387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836204387.01.LZZZZZZZ.jpg
3926,0064407055,Ella Enchanted (Trophy Newbery),Gail Carson Levine,1998,HarperTrophy,http://images.amazon.com/images/P/0064407055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407055.01.LZZZZZZZ.jpg
3927,0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam,http://images.amazon.com/images/P/0553262505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553262505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553262505.01.LZZZZZZZ.jpg
3928,0689710887,Greenwitch,Susan Cooper,1986,Simon Pulse,http://images.amazon.com/images/P/0689710887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.LZZZZZZZ.jpg
3929,0689710879,The Dark Is Rising,Susan Cooper,1986,Simon Pulse,http://images.amazon.com/images/P/0689710879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710879.01.LZZZZZZZ.jpg
3930,0020427859,"Over Sea, Under Stone",Susan Cooper,1989,Simon Pulse,http://images.amazon.com/images/P/0020427859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020427859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020427859.01.LZZZZZZZ.jpg
3939,0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
3969,081296683X,Girls' Poker Night: A Novel,Jill Davis,2003,Random House Trade,http://images.amazon.com/images/P/081296683X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081296683X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081296683X.01.LZZZZZZZ.jpg
3979,0375713751,I Don't Know How She Does It,ALLISON PEARSON,2003,Knopf,http://images.amazon.com/images/P/0375713751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375713751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375713751.01.LZZZZZZZ.jpg
3999,0440224845,Bittersweet,DANIELLE STEEL,2000,Dell,http://images.amazon.com/images/P/0440224845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224845.01.LZZZZZZZ.jpg
4000,0671864173,WAITING TO EXHALE,Terry McMillan,1993,Pocket,http://images.amazon.com/images/P/0671864173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864173.01.LZZZZZZZ.jpg
4002,0373079613,"Enchanted: The Donovan Legacy (Intimate Moments, #961)",Nora Roberts,1999,Silhouette,http://images.amazon.com/images/P/0373079613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373079613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373079613.01.LZZZZZZZ.jpg
4003,0440200989,Weep No More My Lady,Mary Higgins Clark,1993,Dell,http://images.amazon.com/images/P/0440200989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg
4004,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg
4005,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
4006,0446607193,Unspeakable,Sandra Brown,1999,Warner Books,http://images.amazon.com/images/P/0446607193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg
4007,0671705091,A Knight in Shining Armor,Jude Deveraux,1990,Pocket,http://images.amazon.com/images/P/0671705091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.LZZZZZZZ.jpg
4010,0373484003,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg
4012,0440223237,Malice,DANIELLE STEEL,1997,Dell,http://images.amazon.com/images/P/0440223237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223237.01.LZZZZZZZ.jpg
4015,1558747109,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",Jack Canfield,1999,Health Communications,http://images.amazon.com/images/P/1558747109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.LZZZZZZZ.jpg
4017,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,http://images.amazon.com/images/P/0767905385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg
4018,0671793551,"A Fever in the Heart : Ann Rule's Crime Files, Volume III",Ann Rule,1996,Pocket,http://images.amazon.com/images/P/0671793551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671793551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671793551.01.LZZZZZZZ.jpg
4020,0440211263,Circle of Friends,Maeve Binchy,1991,Dell,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg
4021,0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg
4022,0380775840,Amber Beach (Donovan),Elizabeth Lowell,1998,Avon,http://images.amazon.com/images/P/0380775840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380775840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380775840.01.LZZZZZZZ.jpg
4033,0743411439,Bitterroot,James Lee Burke,2002,Pocket,http://images.amazon.com/images/P/0743411439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743411439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743411439.01.LZZZZZZZ.jpg
4036,0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg
4041,0380804697,Paradise Lost,J.A. Jance,2002,Avon,http://images.amazon.com/images/P/0380804697.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380804697.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380804697.01.LZZZZZZZ.jpg
4042,0425178951,Deep South,Nevada Barr,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178951.01.LZZZZZZZ.jpg
4045,0385313632,Hard Time (V.I. Warshawski Novels (Hardcover)),SARA PARETSKY,1999,Delacorte Press,http://images.amazon.com/images/P/0385313632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385313632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385313632.01.LZZZZZZZ.jpg
4056,0671034006,Heartbreaker,Julie Garwood,2001,Pocket,http://images.amazon.com/images/P/0671034006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034006.01.LZZZZZZZ.jpg
4057,0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg
4062,0425191184,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425191184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425191184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425191184.01.LZZZZZZZ.jpg
4066,0836218221,The Authoritative Calvin and Hobbes (Calvin and Hobbes),Bill Watterson,1990,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218221.01.LZZZZZZZ.jpg
4077,0452278902,The Green Mile: The Complete Serial Novel,Stephen King,1997,Plume Books,http://images.amazon.com/images/P/0452278902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452278902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452278902.01.LZZZZZZZ.jpg
4079,039914465X,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/039914465X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914465X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914465X.01.LZZZZZZZ.jpg
4081,067102423X,Bag of Bones,Stephen King,1999,Pocket,http://images.amazon.com/images/P/067102423X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg
4087,0345334531,Feast of All Saints,Anne Rice,1986,Ballantine Books,http://images.amazon.com/images/P/0345334531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345334531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345334531.01.LZZZZZZZ.jpg
4104,0440237262,The Program,Stephen White,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440237262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440237262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440237262.01.LZZZZZZZ.jpg
4113,0486264785,The Importance of Being Earnest (Dover Thrift Editions),Oscar Wilde,1990,Dover Publications,http://images.amazon.com/images/P/0486264785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486264785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486264785.01.LZZZZZZZ.jpg
4114,0060809833,Brave New World,Aldous Huxley,1989,Harpercollins,http://images.amazon.com/images/P/0060809833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.LZZZZZZZ.jpg
4116,0156711427,A Passage to India,E.M. Forster,1965,Harvest Books,http://images.amazon.com/images/P/0156711427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156711427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156711427.01.LZZZZZZZ.jpg
4123,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg
4129,0446521582,The Honk and Holler Opening Soon,Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446521582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446521582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446521582.01.LZZZZZZZ.jpg
4136,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books,http://images.amazon.com/images/P/0345391810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391810.01.LZZZZZZZ.jpg
